Temperature:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graph,,,,,
50,50,50,3.8255133,1.0056054,1.0057391,Atmospheric Temperature (deg C above preindustrial),0.8,0.967954158,1.146533539,1.337307284,1.541901252,1.761792306,1.998171748,2.251865892,2.523302857,2.812422932,3.118356749,3.439887216,3.775491763,4.123386498,4.481567154,4.847842958,5.219860445,5.595114572,5.970944046,6.341768705,6.702339463,7.048134938,7.375363759,7.680835941,7.961793089,8.215729413,8.440209778,8.632678077,8.790240273,8.909396509,8.992491168,9.045914585,9.075155903,9.084907889,9.07916191,9.061293894,9.034141962,9.000076308,8.961061878,8.918714344,8.874349848,8.829029014,8.783595672,8.738710776,8.694881947,8.652489088,8.580780092,8.484699652,8.368565585,8.236129097,8.090639711,7.934914984,7.771077223,7.600965352,7.426159147,7.248004848,7.067640744,6.886021838,6.703943022,6.522060409,5.840998,5.970944046,2.176%,,3.8255133,1.0056054,1.0057391,5.840998,5.970944046,2.176%
51,51,51,2.5251476,0.9984164,1.0019118,Atmospheric Temperature (deg C above preindustrial),0.8,0.904965655,1.019042341,1.141523995,1.271716882,1.408903691,1.552329226,1.701200598,1.854696292,2.011979817,2.172214868,2.334579929,2.498281037,2.662562014,2.826711846,2.990069075,3.152023107,3.312012141,3.469516938,3.621715226,3.76851931,3.909912089,4.045906296,4.176523839,4.30178604,4.42170956,4.536305119,4.645577434,4.749525552,4.848143156,4.941418668,5.029335071,5.11186944,5.188992197,5.260666097,5.326844983,5.387472295,5.442479342,5.491783324,5.535285079,5.572866509,5.604387636,5.629683191,5.648558647,5.660785483,5.666095414,5.6518682,5.622532113,5.581752483,5.532546774,5.477384958,5.41827763,5.356769519,5.294106143,5.231278022,5.169060194,5.108047102,5.056025617,5.02257922,5.015881154,3.458655,3.469516938,0.313%,,2.5251476,0.9984164,1.0019118,3.458655,3.469516938,0.313%
52,52,52,5.0123359,1.0070637,1.0096993,Atmospheric Temperature (deg C above preindustrial),0.8,1.013960839,1.240877742,1.483704794,1.74557052,2.029460783,2.337775288,2.672021066,3.032969381,3.420613531,3.834176812,4.272156082,4.732386106,5.21211069,5.708047473,6.216433162,6.733033356,7.253093936,7.771195201,8.277831561,8.762656358,9.216622791,9.631504903,9.999245593,10.3111893,10.55974881,10.75435634,10.90330323,11.01385036,11.0923303,11.14424203,11.17433873,11.186709,11.18485167,11.17174464,11.14990774,11.12145987,11.08817074,11.05150738,11.01267572,10.97265762,10.93224358,10.89206159,10.85260232,10.81424117,10.77725726,10.68042541,10.5300666,10.33182794,10.09065461,9.810799436,9.495866639,9.148476129,8.770486272,8.363011263,7.92641725,7.460289857,6.963361908,6.433383434,5.866903849,7.706703,7.771195201,0.830%,,5.0123359,1.0070637,1.0096993,7.706703,7.771195201,0.830%
53,53,53,5.0292096,0.9981712,1.0005609,Atmospheric Temperature (deg C above preindustrial),0.8,1.014575274,1.239161799,1.473203237,1.716095481,1.967148295,2.22557333,2.490489629,2.760939698,3.035910931,3.314358719,3.595228762,3.877477059,4.160086725,4.442081241,4.72253399,5.000573983,5.275387534,5.546215224,5.809230979,6.064386421,6.311695541,6.551186002,6.782876633,7.006768889,7.222845364,7.43107148,7.631398302,7.823765399,8.008103229,8.184334856,8.352376944,8.512140051,8.663528287,8.8064384,8.940758344,9.066365377,9.18312373,9.290881845,9.389469202,9.4786927,9.558332554,9.628137632,9.687820072,9.737048915,9.775442168,9.787840858,9.778883995,9.75258245,9.712386008,9.661247631,9.601684933,9.535740428,9.46514696,9.391362289,9.315602011,9.238870234,9.161987709,9.085679841,9.034317535,5.635619,5.546215224,-1.612%,,5.0292096,0.9981712,1.0005609,5.635619,5.546215224,-1.612%
54,54,54,5.4493387,0.9949352,1.0004656,Atmospheric Temperature (deg C above preindustrial),0.8,1.029622025,1.26923605,1.51763824,1.773557386,2.035681889,2.302683898,2.57324156,2.846059286,3.119885566,3.393527911,3.665864636,3.935853408,4.202536595,4.465043516,4.722589629,4.974472509,5.220064061,5.458797692,5.68690551,5.905025732,6.113866517,6.31410171,6.506321975,6.691017142,6.868575337,7.039290407,7.20337284,7.360961509,7.512134842,7.65692077,7.795305194,7.927238927,8.052643206,8.171413885,8.283424451,8.388527994,8.486558251,8.577329817,8.660637617,8.73625567,8.803935205,8.863402109,8.91435367,8.956454456,8.98933102,8.999858635,8.992065372,8.969422551,8.934907129,8.891060554,8.840044306,8.783609445,8.723238943,8.660178266,8.595464316,8.529952277,8.46434012,8.406323064,8.371576465,5.558828,5.458797692,-1.832%,,5.4493387,0.9949352,1.0004656,5.558828,5.458797692,-1.832%
55,55,55,1.9064836,0.9958796,1.0057289,Atmospheric Temperature (deg C above preindustrial),0.8,0.862856912,0.937462796,1.022477639,1.116648072,1.218785305,1.327753246,1.442464362,1.561880679,1.685017603,1.810948678,1.938809967,2.067803144,2.197196755,2.326325262,2.454585518,2.581430078,2.706356195,2.828888177,2.946406939,3.058784545,3.166080092,3.268428638,3.365984059,3.458891653,3.547276708,3.631241256,3.710864717,3.786206119,3.857306687,3.924192233,3.986875069,4.045355405,4.0996222,4.149653541,4.195416572,4.236867042,4.273948482,4.306591047,4.334710016,4.358203935,4.376952379,4.390813262,4.399619615,4.403175693,4.401252191,4.382185105,4.350437257,4.309580229,4.26245508,4.211306407,4.157894843,4.103513646,4.049162326,3.995598491,3.945593273,3.904643266,3.877825774,3.869554339,3.883440974,2.804949,2.828888177,0.846%,,1.9064836,0.9958796,1.0057289,2.804949,2.828888177,0.846%
56,56,56,3.9751,1.0069071,0.9917544,Atmospheric Temperature (deg C above preindustrial),0.8,0.974136203,1.156843383,1.347687912,1.546449598,1.752942115,1.966912907,2.187995878,2.415697856,2.649405534,2.888403728,3.131898893,3.379044135,3.628963651,3.88077598,4.133616841,4.386664082,4.639170037,4.890510866,5.137484104,5.380073309,5.617848105,5.850222752,6.076589238,6.296381376,6.509101601,6.714328107,6.911712028,7.100969966,7.281874684,7.454245431,7.617938589,7.772838958,7.918851752,8.055895276,8.183894199,8.302773315,8.412451662,8.512836879,8.603819672,8.685268252,8.757022597,8.818888362,8.87032964,8.91063413,8.939061092,8.941377457,8.922473737,8.886549731,8.837193591,8.777455922,8.70991943,8.636658971,8.559421231,8.479662908,8.398586721,8.317174745,8.236218812,8.157333343,8.106447272,4.874757,4.890510866,0.322%,,3.9751,1.0069071,0.9917544,4.874757,4.890510866,0.322%
57,57,57,4.3189351,0.9936061,0.9951222,Atmospheric Temperature (deg C above preindustrial),0.8,0.987859541,1.183454423,1.384694172,1.589583385,1.796272757,2.003083471,2.208516309,2.411251898,2.610145769,2.804220287,2.992654722,3.174774219,3.350038161,3.51802829,3.678436783,3.831054437,3.975758977,4.112503399,4.238413154,4.354857778,4.463127518,4.564369603,4.659564043,4.749522073,4.834896677,4.916198785,4.993815359,5.068027299,5.139026044,5.206928383,5.271789308,5.333612941,5.392361667,5.447963643,5.500318855,5.549303917,5.594775756,5.636574338,5.674524559,5.70843739,5.738110381,5.763327566,5.783858827,5.799458707,5.809864639,5.806655939,5.792569103,5.7699175,5.740647707,5.706390131,5.668504697,5.628070732,5.585983824,5.54297964,5.50158033,5.465591239,5.438625655,5.424038658,5.424922295,4.221691,4.112503399,-2.655%,,4.3189351,0.9936061,0.9951222,4.221691,4.112503399,-2.655%
58,58,58,2.0943537,0.9952876,0.9971321,Atmospheric Temperature (deg C above preindustrial),0.8,0.877155897,0.963753855,1.057754189,1.157336646,1.260889841,1.366996925,1.474420418,1.582087406,1.689075456,1.794599286,1.897998097,1.998723503,2.096328009,2.19045401,2.280823289,2.36722697,2.449515791,2.52759049,2.599192218,2.665345886,2.726962129,2.784800821,2.83946635,2.891419064,2.940993734,2.988419916,3.033841511,3.077334229,3.118920514,3.158581872,3.196268795,3.231908572,3.265411278,3.296674235,3.325585208,3.352024557,3.375866539,3.396979894,3.415227853,3.430467645,3.442549571,3.451315684,3.456598095,3.458216902,3.455977719,3.445413848,3.42863972,3.407486148,3.383571344,3.358359519,3.333526323,3.310181995,3.289502587,3.272706956,3.261032295,3.255706509,3.257919063,3.268798882,3.289434368,2.552579,2.52759049,-0.989%,,2.0943537,0.9952876,0.9971321,2.552579,2.52759049,-0.989%
59,59,59,5.0632424,0.9934708,0.9949811,Atmospheric Temperature (deg C above preindustrial),0.8,1.015811979,1.24001378,1.47034823,1.704652729,1.940915573,2.177303599,2.412173322,2.644072432,2.871735586,3.094076705,3.310179138,3.519284513,3.720780813,3.914190059,4.099155843,4.275430865,4.4428645,4.601390311,4.747890995,4.883809484,5.010516431,5.12924021,5.241038814,5.346796026,5.44723072,5.542912504,5.634279707,5.721657445,5.805274552,5.885278816,5.961750299,6.034712756,6.104143236,6.16998005,6.232129257,6.290469842,6.344857753,6.395128933,6.441101472,6.482576974,6.519341248,6.551164355,6.577800074,6.598984787,6.614435701,6.615304659,6.604398586,6.584105753,6.556449245,6.523135484,6.485598438,6.444986249,6.4022598,6.358215962,6.313509171,6.271594762,6.237431855,6.215650375,6.210521515,4.67599,4.601390311,-1.621%,,5.0632424,0.9934708,0.9949811,4.67599,4.601390311,-1.621%
60,60,60,2.1506812,1.0016122,0.9935004,Atmospheric Temperature (deg C above preindustrial),0.8,0.881141367,0.971607811,1.069797352,1.174377199,1.284185397,1.398173843,1.515377633,1.634900416,1.755908872,1.877631824,1.999361257,2.120453668,2.240331023,2.358481155,2.474457935,2.587881997,2.698443442,2.805908887,2.907919354,3.005235737,3.098389715,3.187745744,3.273545735,3.355941665,3.435019575,3.510817321,3.583337704,3.652558147,3.718437746,3.780922318,3.839947906,3.895443079,3.947330305,3.995526581,4.039943465,4.080486643,4.117055073,4.149539791,4.177822384,4.201773146,4.221248914,4.236090532,4.246119907,4.251136539,4.250913387,4.234891817,4.207012169,4.170465164,4.127819002,4.081127165,4.032020385,3.98171609,3.931168356,3.88258548,3.839870885,3.806779536,3.786788207,3.782964185,3.797920109,2.781905,2.805908887,0.855%,,2.1506812,1.0016122,0.9935004,2.781905,2.805908887,0.855%
61,61,61,1.9874659,0.9956377,1.0014584,Atmospheric Temperature (deg C above preindustrial),0.8,0.869225991,0.949080427,1.037870875,1.134051122,1.236207001,1.34304548,1.453386836,1.566159093,1.680393728,1.795221828,1.909870076,2.023656212,2.135983761,2.246335907,2.354268423,2.459401404,2.56140934,2.660008493,2.752773107,2.840266215,2.923049654,3.00161923,3.076380927,3.147648643,3.215652224,3.280549545,3.342439317,3.401372956,3.457364836,3.510400709,3.560444374,3.607442765,3.65132968,3.692028368,3.729453157,3.76351031,3.794098212,3.82110702,3.844417822,3.863901376,3.879416443,3.890807698,3.897903221,3.900511468,3.898417619,3.881626597,3.853971351,3.818521451,3.77771952,3.733495482,3.687362727,3.641086118,3.597115648,3.557958217,3.526125323,3.504059065,3.494043265,3.498121253,3.518085358,2.665369,2.660008493,-0.202%,,1.9874659,0.9956377,1.0014584,2.665369,2.660008493,-0.202%
62,62,62,5.4102274,1.0013508,0.9996679,Atmospheric Temperature (deg C above preindustrial),0.8,1.028240198,1.267237125,1.516896955,1.777137572,2.047778464,2.328484555,2.618747188,2.917889431,3.225086108,3.539391581,3.859770449,4.185127962,4.51433822,4.846269169,5.179804114,5.513860026,5.847403454,6.179465501,6.505928215,6.826035234,7.13903625,7.44423837,7.741027579,8.028874246,8.307330378,8.576022854,8.834644912,9.082947113,9.32072837,9.547827355,9.764114388,9.969483815,10.16384687,10.34712493,10.51924316,10.68012442,10.82968337,10.96782079,11.09441793,11.20916459,11.31140906,11.40049754,11.47575133,11.53644351,11.58177307,11.59789816,11.58988322,11.56213291,11.51845614,11.46212976,11.39596135,11.32223556,11.24289951,11.15959926,11.07371477,10.98639282,10.89857722,10.81103645,10.74374634,6.20387,6.179465501,-0.395%,,5.4102274,1.0013508,0.9996679,6.20387,6.179465501,-0.395%
63,63,63,4.0084411,0.9958381,1.006199,Atmospheric Temperature (deg C above preindustrial),0.8,0.975495263,1.160566872,1.355101956,1.558825302,1.771299252,1.991935391,2.220014682,2.454712662,2.69512669,2.940302834,3.18926063,3.441014495,3.694591017,3.949041546,4.203449514,4.456931571,4.708630756,4.957698125,5.200460821,5.436226368,5.664608716,5.885389737,6.098442197,6.303687455,6.50107254,6.690557869,6.872110671,7.045701347,7.211301244,7.368881028,7.51840921,7.659850619,7.793164703,7.918303619,8.035210085,8.143814979,8.244034662,8.335768014,8.418893135,8.493263668,8.558704665,8.615007903,8.661926474,8.699168369,8.726388548,8.728684166,8.710751476,8.676618043,8.629720279,8.572975847,8.508851471,8.439327752,8.36606964,8.290463592,8.213652522,8.136568075,8.059960006,7.988586911,7.944409812,5.035573,4.957698125,-1.571%,,4.0084411,0.9958381,1.006199,5.035573,4.957698125,-1.571%
64,64,64,1.5767977,0.9983255,1.0050103,Atmospheric Temperature (deg C above preindustrial),0.8,0.832659899,0.880670938,0.941873158,1.014463329,1.096883752,1.187749117,1.285800767,1.389879889,1.498913073,1.611905351,1.727937226,1.84616333,1.965811161,2.086178893,2.206631566,2.326594939,2.445546011,2.562998321,2.676439509,2.785445743,2.889788153,2.98935932,3.084127566,3.174108048,3.259344112,3.339895036,3.415827804,3.48721147,3.554113206,3.61659548,3.674582613,3.727834383,3.776156677,3.81938314,3.85736052,3.889936643,3.916950154,3.938221335,3.953543391,3.962673603,3.965323638,3.961148345,3.949731838,3.930569505,3.905566967,3.868941727,3.824351231,3.774621019,3.721916518,3.667881665,3.61375159,3.560355406,3.508300813,3.458017407,3.413504872,3.380137773,3.362799163,3.365588119,3.391664245,2.519911,2.562998321,1.681%,,1.5767977,0.9983255,1.0050103,2.519911,2.562998321,1.681%
65,65,65,4.8166566,0.9976651,0.9969489,Atmospheric Temperature (deg C above preindustrial),0.8,1.006770909,1.222606787,1.446291649,1.676638198,1.912468288,2.152608845,2.395897428,2.641192962,2.887388469,3.133423652,3.378296023,3.621069909,3.86088308,4.096951057,4.328569332,4.555113848,4.776040175,4.990881864,5.196203004,5.392766687,5.581276972,5.762339381,5.936449228,6.103994609,6.265266397,6.420470885,6.56974272,6.713156913,6.850739378,6.982475837,7.108319098,7.228194827,7.342005965,7.449635943,7.550950849,7.645800673,7.734019744,7.815426443,7.889822252,7.956990202,8.016692712,8.068668837,8.112630849,8.148260031,8.175201379,8.180704514,8.168743293,8.14272863,8.105574016,8.059756596,8.007374242,7.950117925,7.889413074,7.826450633,7.762216314,7.69751761,7.633008371,7.579082636,7.549184693,5.094682,4.990881864,-2.080%,,4.8166566,0.9976651,0.9969489,5.094682,4.990881864,-2.080%
66,66,66,5.4955099,1.0064229,1.0061375,Atmospheric Temperature (deg C above preindustrial),0.8,1.031248704,1.275351492,1.534525852,1.811120867,2.107334101,2.425014245,2.765537566,3.129747293,3.51735697,3.927473615,4.358675934,4.809070215,5.276352564,5.757870095,6.250675142,6.751567367,7.257118448,7.76367245,8.264054574,8.751292438,9.21931621,9.662903841,10.07746175,10.45875409,10.80261429,11.104638,11.35983794,11.56222618,11.71853814,11.83598458,11.92086908,11.97867815,12.01416535,12.03142941,12.03398671,12.02483795,12.0065295,11.98120917,11.95067689,11.91643038,11.87970607,11.84151558,11.80267808,11.76384878,11.72554401,11.64745029,11.53517447,11.39375315,11.2276622,11.04085183,10.83680214,10.6182369,10.38749735,10.14658299,9.89719107,9.640753848,9.378473131,9.11135166,8.840221329,7.667068,7.76367245,1.244%,,5.4955099,1.0064229,1.0061375,7.667068,7.76367245,1.244%
67,67,67,4.9723821,0.9940441,0.9950353,Atmospheric Temperature (deg C above preindustrial),0.8,1.01250256,1.233392974,1.46053286,1.691872852,1.925498793,2.15965536,2.392756569,2.623388455,2.8503069,3.0724323,3.288842126,3.498762032,3.701555994,3.896715837,4.083850407,4.262674567,4.432998126,4.594714685,4.744696244,4.884334822,5.014948467,5.137714039,5.253640934,5.363568309,5.468174879,5.567994689,5.66343499,5.754794044,5.842277717,5.926014323,6.006067554,6.082447493,6.155119835,6.224013489,6.28902671,6.350031958,6.406879626,6.459400779,6.50740903,6.550701649,6.589059985,6.622249268,6.650017809,6.672095606,6.688192277,6.689095526,6.677727827,6.656576915,6.627750975,6.593028814,6.553905662,6.511578835,6.467050534,6.421152001,6.374565942,6.329949409,6.292866266,6.268509762,6.261651759,4.680001,4.594714685,-1.856%,,4.9723821,0.9940441,0.9950353,4.680001,4.594714685,-1.856%
68,68,68,3.0876443,0.9962384,1.0018593,Atmospheric Temperature (deg C above preindustrial),0.8,0.934833256,1.078116071,1.229051449,1.38679579,1.55046393,1.719139511,1.891888883,2.06777661,2.245880917,2.425307812,2.605203065,2.784761579,2.963233965,3.139930284,3.314220908,3.485534359,3.653351599,3.817195584,3.974105208,4.124360935,4.268312902,4.406303011,4.538629105,4.66553219,4.78719563,4.903750006,5.015280154,5.12183254,5.223422028,5.320037667,5.411647364,5.498201466,5.579635354,5.655871141,5.7268186,5.792375412,5.852426805,5.906844662,5.95548612,5.998191683,6.034782846,6.065059196,6.088794922,6.105734599,6.115588021,6.106320764,6.081983667,6.045976908,6.001139615,5.949829813,5.89399617,5.835164129,5.774584702,5.713271728,5.652035852,5.591515042,5.538452651,5.50216157,5.490795688,3.873964,3.817195584,-1.487%,,3.0876443,0.9962384,1.0018593,3.873964,3.817195584,-1.487%
69,69,69,5.2449671,0.9951891,0.9931243,Atmospheric Temperature (deg C above preindustrial),0.8,1.022360314,1.253194116,1.490221504,1.731306143,1.974478628,2.217946794,2.460098618,2.699500686,2.934893764,3.165186358,3.389446788,3.606894184,3.816888751,4.018921625,4.212604627,4.397660256,4.573912308,4.741277573,4.896580571,5.041302431,5.176813179,5.30431974,5.42484889,5.539249944,5.648207703,5.752260004,5.851816558,5.947177255,6.038549001,6.126060667,6.209776052,6.289704903,6.365812139,6.438025433,6.506241354,6.570330226,6.630139859,6.685498301,6.736215731,6.782085572,6.822884938,6.858374438,6.888297401,6.912378486,6.930321614,6.932817063,6.922798518,6.902767566,6.874847934,6.840834942,6.802240755,6.76027919,6.715968648,6.670156021,6.623538946,6.577923852,6.539269651,6.513155229,6.504719295,4.790222,4.741277573,-1.032%,,5.2449671,0.9951891,0.9931243,4.790222,4.741277573,-1.032%
70,70,70,2.7990916,1.0037696,0.9935032,Atmospheric Temperature (deg C above preindustrial),0.8,0.920193776,1.048539646,1.184156799,1.326343552,1.474460655,1.62786877,1.785900863,1.947856057,2.113005691,2.280605455,2.44990968,2.620185489,2.790725643,2.960859833,3.129964867,3.297475114,3.462895666,3.62582249,3.783557625,3.936486489,4.084738021,4.228304197,4.367108377,4.501043812,4.629994764,4.753847539,4.872495671,4.985841737,5.09379725,5.196281463,5.293219564,5.384540548,5.470174909,5.550052219,5.624098648,5.692234407,5.754371097,5.810408949,5.860233888,5.903714382,5.940697982,5.971007482,5.994436547,6.010744625,6.019650836,6.008333921,5.981181865,5.941859974,5.893413825,5.838360321,5.778768738,5.716248019,5.652110027,5.587411108,5.522989705,5.45949995,5.402672014,5.363441469,5.351296215,3.604083,3.62582249,0.600%,,2.7990916,1.0037696,0.9935032,3.604083,3.62582249,0.600%
71,71,71,5.3897902,1.0066469,0.9945275,Atmospheric Temperature (deg C above preindustrial),0.8,1.027516697,1.265590562,1.514274272,1.773805956,2.04440044,2.326128818,2.618859186,2.922238393,3.235699976,3.558487648,3.889686878,4.228259643,4.573079445,4.922965394,5.276715872,5.633144477,5.991124301,6.349652223,6.704729534,7.055473642,7.400657535,7.739011362,8.069363131,8.3906959,8.702092552,9.002402069,9.290674474,9.56612244,9.828086953,10.07600688,10.30939205,10.52779887,10.73080815,10.91800424,11.08895512,11.24319246,11.38019115,11.49934728,11.59995362,11.68117148,11.74199695,11.78122075,11.80209933,11.80812644,11.80228315,11.7739906,11.72741293,11.66615102,11.59330067,11.51151042,11.42303853,11.32966936,11.23291982,11.13406725,11.03417685,10.93412781,10.83463753,10.73628381,10.65503662,6.29605,6.349652223,0.844%,,5.3897902,1.0066469,0.9945275,6.29605,6.349652223,0.844%
72,72,72,3.7503938,0.9999188,1.0058393,Atmospheric Temperature (deg C above preindustrial),0.8,0.964793914,1.139411549,1.324365796,1.520077573,1.726795123,1.944553509,2.173163957,2.412224141,2.661141952,2.919166777,3.18542368,3.458947137,3.73871199,4.023660049,4.3127212,4.604827954,4.898921971,5.193884832,5.485495627,5.771469221,6.049946914,6.319430622,6.578718858,6.826848856,7.063046009,7.286680325,7.497229023,7.694244187,7.877324383,8.046089169,8.200155496,8.339114994,8.462511106,8.569814926,8.660398372,8.733503011,8.788202272,8.823354001,8.838816899,8.838574447,8.825993038,8.803901055,8.774659793,8.740226834,8.702212444,8.647904096,8.580771534,8.503765003,8.419379348,8.329714345,8.236532077,8.141160378,8.044713411,7.948113832,7.852115089,7.757322923,7.664215492,7.573161816,7.512806979,5.163122,5.193884832,0.592%,,3.7503938,0.9999188,1.0058393,5.163122,5.193884832,0.592%
73,73,73,3.8173162,1.0022259,0.9977675,Atmospheric Temperature (deg C above preindustrial),0.8,0.967611196,1.14407266,1.329064185,1.522320164,1.723529107,1.932282307,2.148055587,2.370212201,2.598018185,2.830664018,3.067288437,3.307001781,3.548907363,3.792120251,4.035783535,4.279082758,4.521259981,4.761629963,4.996867511,5.226687605,5.450711532,5.668544782,5.879815923,6.084193847,6.281393245,6.471173879,6.653336719,6.827718667,6.994186775,7.152632436,7.302965773,7.445110307,7.578997927,7.704564129,7.821743462,7.930465131,8.030648676,8.122199645,8.205005182,8.27892942,8.343808582,8.399445631,8.445604279,8.482002033,8.508301738,8.509380121,8.490034891,8.454374137,8.405897545,8.347571871,8.281901337,8.21089249,8.136229118,8.059310627,7.981288068,7.903097333,7.825489317,7.753489288,7.709514805,4.784353,4.761629963,-0.477%,,3.8173162,1.0022259,0.9977675,4.784353,4.761629963,-0.477%
74,74,74,4.7987614,0.995023,1.0082244,Atmospheric Temperature (deg C above preindustrial),0.8,1.006107164,1.22282997,1.450266146,1.688309524,1.936648677,2.194779202,2.46202601,2.737571828,3.020488482,3.309768135,3.604352336,3.903157346,4.205094658,4.509085851,4.814070847,5.119008096,5.422864,5.724586128,6.020008542,6.307961846,6.587727101,6.858846664,7.121017082,7.374028371,7.617729339,7.852007458,8.076776759,8.291970111,8.497533831,8.693423508,8.879600411,9.056028163,9.222669478,9.379482873,9.526419287,9.663418561,9.790405747,9.907287193,10.01394636,10.11023929,10.19598971,10.27098346,10.33496233,10.38742054,10.42752532,10.43984658,10.42932991,10.40025705,10.35631506,10.30066313,10.23599704,10.16450382,10.08803972,10.00816689,9.926188361,9.84318071,9.76002405,9.677429227,9.618675291,5.822354,5.724586128,-1.708%,,4.7987614,0.995023,1.0082244,5.822354,5.724586128,-1.708%
